shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
60922,33.686442,-117.788144,863
60922,33.686418,-117.788169,864
60922,33.686313,-117.788276,865
60922,33.686177,-117.788413,866
60922,33.6861,-117.788494,867
60922,33.686038,-117.788561,868
60922,33.685874,-117.788727,869
60922,33.685492,-117.789114,870
60922,33.684939,-117.789662,871
60922,33.684661,-117.789937,872
60922,33.684192,-117.790395,873
60922,33.684173,-117.790414,874
60922,33.684166,-117.790421,875
60922,33.68415,-117.790435,876
60922,33.684083,-117.7905,877
60922,33.684138,-117.790585,878
60922,33.684453,-117.79104,879
60922,33.684593,-117.791227,880
60922,33.684895,-117.79163,881
60922,33.684964,-117.791716,882
60922,33.684983,-117.79174,883
60922,33.685031,-117.791798,884
60922,33.685176,-117.791977,885
60922,33.685233,-117.792043,886
60922,33.685574,-117.792439,887
60922,33.686036,-117.792928,888
60922,33.686646,-117.793521,889
60922,33.686769,-117.793642,890
60922,33.686865,-117.793736,891
60922,33.687056,-117.793923,892
60922,33.687143,-117.794005,893
60922,33.687229,-117.794105,894
60922,33.687513,-117.794437,895
60922,33.687772,-117.7948,896
60922,33.68793,-117.795058,897
60922,33.688006,-117.795202,898
60922,33.688094,-117.795371,899
60922,33.688167,-117.795509,900
60922,33.688213,-117.795615,901
60922,33.68835,-117.795963,902
60922,33.688431,-117.796219,903
60922,33.68851,-117.796491,904
60922,33.688581,-117.796806,905
60922,33.688627,-117.797038,906
60922,33.688656,-117.797268,907
60922,33.688694,-117.797665,908
60922,33.688708,-117.797995,909
60922,33.688705,-117.798132,910
60922,33.688702,-117.798228,911
60922,33.688697,-117.798386,912
60922,33.688691,-117.798465,913
60922,33.688685,-117.79854,914
60922,33.688676,-117.798648,915
60922,33.688667,-117.798729,916
60922,33.688635,-117.798966,917
60922,33.688624,-117.799047,918
60922,33.688532,-117.799508,919
60922,33.68847,-117.799773,920
60922,33.688381,-117.800036,921
60922,33.688345,-117.800129,922
60922,33.688283,-117.800281,923
60922,33.688177,-117.800539,924
60922,33.687949,-117.800989,925
60922,33.687723,-117.801361,926
60922,33.687461,-117.801721,927
60922,33.687306,-117.801906,928
60922,33.687215,-117.802004,929
60922,33.687145,-117.802078,930
60922,33.687035,-117.802199,931
60922,33.686744,-117.802444,932
60922,33.686411,-117.802693,933
60922,33.686131,-117.802862,934
60922,33.686046,-117.802906,935
60922,33.685847,-117.803008,936
60922,33.685677,-117.803084,937
60922,33.685572,-117.803131,938
60922,33.685494,-117.803165,939
60922,33.685381,-117.803214,940
60922,33.685131,-117.803322,941
60922,33.684784,-117.803478,942
60922,33.684493,-117.803649,943
60922,33.684137,-117.803893,944
60922,33.68392,-117.804088,945
60922,33.683886,-117.804119,946
60922,33.683815,-117.804184,947
60922,33.683728,-117.804262,948
60922,33.683669,-117.804329,949
60922,33.683603,-117.804402,950
60922,33.683545,-117.80447,951
60922,33.683311,-117.804742,952
60922,33.683069,-117.805071,953
60922,33.683019,-117.805136,954
60922,33.68286,-117.805346,955
60922,33.682563,-117.805754,956
60922,33.682475,-117.805875,957
60922,33.682374,-117.805924,958
60922,33.682355,-117.805953,959
60922,33.682302,-117.806033,960
60922,33.682197,-117.806178,961
60922,33.682125,-117.806277,962
60922,33.682119,-117.806285,963
60922,33.682098,-117.806314,964
60922,33.682084,-117.806333,965
60922,33.682056,-117.806372,966
60922,33.682028,-117.806411,967
60922,33.681976,-117.806485,968
60922,33.681872,-117.806636,969
60922,33.68175,-117.8068,970
60922,33.68173,-117.806827,971
60922,33.68172,-117.806841,972
60922,33.681608,-117.806991,973
60922,33.681558,-117.807057,974
60922,33.681524,-117.807102,975
60922,33.681508,-117.807124,976
60922,33.681488,-117.807152,977
60922,33.681458,-117.807189,978
60922,33.681251,-117.807448,979
60922,33.681225,-117.807481,980
60922,33.680942,-117.807773,981
60922,33.680655,-117.80806,982
60922,33.680639,-117.808076,983
60922,33.680574,-117.808134,984
60922,33.680055,-117.8086,985
60922,33.680032,-117.80862,986
60922,33.679992,-117.808654,987
60922,33.679823,-117.808805,988
60922,33.679814,-117.808813,989
60922,33.679779,-117.808844,990
60922,33.679771,-117.808851,991
60922,33.679601,-117.808986,992
60922,33.679585,-117.808999,993
60922,33.679429,-117.809125,994
60922,33.67926,-117.809263,995
60922,33.679197,-117.809323,996
60922,33.679122,-117.809386,997
60922,33.679112,-117.809412,998
60922,33.679074,-117.80951,999
60922,33.678978,-117.80941,1000
60922,33.678899,-117.809329,1001
60922,33.6788,-117.809222,1002
60922,33.67868,-117.809084,1003
60922,33.678593,-117.808982,1004
60922,33.678522,-117.808897,1005
60922,33.678384,-117.80872,1006
60922,33.678252,-117.808538,1007
60922,33.678124,-117.808356,1008
60922,33.678002,-117.808173,1009
60922,33.677886,-117.807987,1010
60922,33.677699,-117.807666,1011
60922,33.677557,-117.807402,1012
60922,33.677441,-117.807184,1013
60922,33.677088,-117.80653,1014
60922,33.676906,-117.806188,1015
60922,33.676723,-117.805849,1016
60922,33.676647,-117.805716,1017
60922,33.676527,-117.805515,1018
60922,33.676468,-117.805427,1019
60922,33.676361,-117.805267,1020
60922,33.676228,-117.805083,1021
60922,33.676176,-117.805011,1022
60922,33.676122,-117.804942,1023
60922,33.676015,-117.804811,1024
60922,33.676009,-117.804803,1025
60922,33.675917,-117.804696,1026
60922,33.675998,-117.804608,1027
60922,33.676063,-117.804547,1028
60922,33.676359,-117.804268,1029
60922,33.676586,-117.804055,1030
60922,33.67706,-117.803609,1031
60922,33.677126,-117.803544,1032
60922,33.677218,-117.803454,1033
60922,33.677276,-117.803398,1034
60922,33.677446,-117.803231,1035
60922,33.677531,-117.803151,1036
60922,33.677678,-117.803012,1037
60922,33.677918,-117.802777,1038
60922,33.678249,-117.802449,1039
60922,33.678527,-117.802184,1040
60922,33.678683,-117.802036,1041
60922,33.67885,-117.801881,1042
60922,33.67902,-117.801721,1043
60922,33.679027,-117.801714,1044
60922,33.67919,-117.801565,1045
60922,33.679691,-117.801042,1046
60922,33.679455,-117.80082,1047
60922,33.678919,-117.800315,1048
60922,33.678483,-117.799874,1049
60922,33.678345,-117.799735,1050
60922,33.678258,-117.799647,1051
60922,33.677935,-117.799274,1052
60922,33.677741,-117.799009,1053
60922,33.677534,-117.798727,1054
60922,33.677249,-117.798256,1055
60922,33.676981,-117.797741,1056
60922,33.676898,-117.797559,1057
60922,33.676806,-117.797328,1058
60922,33.676741,-117.797163,1059
60922,33.676687,-117.797025,1060
60922,33.676646,-117.796913,1061
60922,33.676564,-117.796632,1062
60922,33.676434,-117.796182,1063
60922,33.676422,-117.796142,1064
60922,33.676265,-117.795355,1065
60922,33.676253,-117.795265,1066
60922,33.676201,-117.794612,1067
60922,33.67619,-117.794193,1068
60922,33.676183,-117.793663,1069
60922,33.676182,-117.792729,1070
60922,33.676182,-117.792598,1071
60922,33.676156,-117.791711,1072
60922,33.676147,-117.791575,1073
60922,33.676133,-117.791366,1074
60922,33.676116,-117.791113,1075
60922,33.676035,-117.790546,1076
60922,33.675882,-117.789824,1077
60922,33.675733,-117.789261,1078
60922,33.67558,-117.788789,1079
60922,33.675442,-117.788412,1080
60922,33.675368,-117.788231,1081
60922,33.675173,-117.787797,1082
60922,33.675121,-117.787688,1083
60922,33.675062,-117.787565,1084
60922,33.675005,-117.787445,1085
60922,33.674903,-117.787271,1086
60922,33.673975,-117.785687,1087
60922,33.673867,-117.785499,1088
60922,33.673639,-117.785096,1089
60922,33.6736,-117.785027,1090
60922,33.673576,-117.784989,1091
60922,33.673505,-117.78487,1092
60922,33.673421,-117.784722,1093
60922,33.673362,-117.784624,1094
60922,33.67291,-117.783875,1095
60922,33.672674,-117.783486,1096
60922,33.672418,-117.783063,1097
60922,33.672321,-117.782889,1098
60922,33.672266,-117.78279,1099
60922,33.672127,-117.782542,1100
60922,33.671937,-117.782204,1101
60922,33.671306,-117.781169,1102
60922,33.670903,-117.780607,1103
60922,33.669526,-117.779084,1104
60922,33.669283,-117.778761,1105
60922,33.669054,-117.778412,1106
60922,33.668848,-117.778046,1107
60922,33.668633,-117.77761,1108
60922,33.668132,-117.776396,1109
60922,33.667906,-117.775832,1110
60922,33.667679,-117.77535,1111
60922,33.667328,-117.774729,1112
60922,33.667069,-117.774297,1113
60922,33.667053,-117.77427,1114
60922,33.667012,-117.774204,1115
60922,33.666996,-117.774177,1116
60922,33.666942,-117.774089,1117
60922,33.666876,-117.773979,1118
60922,33.666827,-117.773905,1119
60922,33.666761,-117.773806,1120
60922,33.666353,-117.773228,1121
60922,33.665925,-117.772722,1122
60922,33.665323,-117.772145,1123
60922,33.665021,-117.771803,1124
60922,33.664905,-117.771671,1125
60922,33.664665,-117.771324,1126
60922,33.664655,-117.771309,1127
60922,33.664584,-117.771205,1128
60922,33.664582,-117.771207,1129
60922,33.66451,-117.771281,1130
60922,33.664414,-117.771365,1131
60922,33.664287,-117.771476,1132
60922,33.66423,-117.771532,1133
60922,33.66404,-117.771709,1134
60922,33.663747,-117.772,1135
60922,33.663737,-117.77201,1136
60922,33.66367,-117.772076,1137
60922,33.663311,-117.77242,1138
60922,33.662867,-117.772865,1139
60922,33.662774,-117.772959,1140
60922,33.662451,-117.773279,1141
60922,33.661802,-117.773921,1142
60922,33.661028,-117.774686,1143
60922,33.660526,-117.775183,1144
60922,33.660511,-117.775198,1145
60922,33.660358,-117.775228,1146
60922,33.66024,-117.775362,1147
60922,33.660084,-117.775146,1148
60922,33.659998,-117.775022,1149
60922,33.659714,-117.774612,1150
60922,33.659544,-117.774378,1151
60922,33.659202,-117.773853,1152
60922,33.659022,-117.773592,1153
60922,33.658994,-117.77355,1154
60922,33.658729,-117.773149,1155
60922,33.658723,-117.773141,1156
60922,33.658618,-117.773015,1157
60922,33.658616,-117.773013,1158
60922,33.658518,-117.772905,1159
60922,33.658371,-117.772711,1160
60922,33.658276,-117.772586,1161
60922,33.658195,-117.772463,1162
60922,33.658165,-117.772418,1163
60922,33.658018,-117.77219,1164
60922,33.657822,-117.77189,1165
60922,33.657729,-117.771726,1166
60922,33.657643,-117.771567,1167
60922,33.657573,-117.771449,1168
60922,33.657507,-117.771325,1169
60922,33.657419,-117.771158,1170
60922,33.657335,-117.770986,1171
60922,33.657196,-117.770649,1172
60922,33.657184,-117.770624,1173
60922,33.657131,-117.770483,1174
60922,33.657018,-117.770128,1175
60922,33.65693,-117.769812,1176
60922,33.656886,-117.769629,1177
60922,33.65685,-117.769444,1178
60922,33.656818,-117.769259,1179
60922,33.656791,-117.769067,1180
60922,33.656768,-117.76888,1181
60922,33.656754,-117.768691,1182
60922,33.656753,-117.768676,1183
60922,33.656746,-117.768556,1184
60922,33.65674,-117.768433,1185
60922,33.656733,-117.768317,1186
60922,33.656732,-117.76829,1187
60922,33.656731,-117.768233,1188
60922,33.65673,-117.768091,1189
60922,33.656731,-117.767989,1190
60922,33.656735,-117.767887,1191
60922,33.656747,-117.767633,1192
60922,33.656756,-117.767498,1193
60922,33.656768,-117.767363,1194
60922,33.656803,-117.76712,1195
60922,33.656821,-117.767006,1196
60922,33.656839,-117.766892,1197
60922,33.656861,-117.766788,1198
60922,33.656885,-117.766679,1199
60922,33.656912,-117.76652,1200
60922,33.656914,-117.766514,1201
60922,33.6571,-117.765625,1202
60922,33.657209,-117.765096,1203
60922,33.657352,-117.76441,1204
60922,33.657391,-117.764238,1205
60922,33.657396,-117.764217,1206
60922,33.657509,-117.763657,1207
60922,33.657537,-117.763496,1208
60922,33.657567,-117.763313,1209
60922,33.65758,-117.763219,1210
60922,33.65759,-117.763125,1211
60922,33.657617,-117.762864,1212
60922,33.657627,-117.762701,1213
60922,33.657633,-117.762599,1214
60922,33.657637,-117.762459,1215
60922,33.657639,-117.76225,1216
60922,33.657638,-117.762223,1217
60922,33.657637,-117.762135,1218
60922,33.657633,-117.762063,1219
60922,33.65763,-117.762018,1220
60922,33.657628,-117.761957,1221
60922,33.657627,-117.761925,1222
60922,33.657625,-117.761889,1223
60922,33.657605,-117.761649,1224
60922,33.657602,-117.761619,1225
60922,33.657583,-117.761453,1226
60922,33.657549,-117.761213,1227
60922,33.657528,-117.761098,1228
60922,33.657504,-117.760985,1229
60922,33.657423,-117.760614,1230
60922,33.657367,-117.760407,1231
60922,33.657306,-117.760206,1232
60922,33.657268,-117.760093,1233
60922,33.657224,-117.759971,1234
60922,33.657172,-117.759832,1235
60922,33.656934,-117.759201,1236
60922,33.656866,-117.759017,1237
60922,33.656797,-117.758841,1238
60922,33.656341,-117.757626,1239
60922,33.656117,-117.75702,1240
60922,33.656016,-117.756723,1241
60922,33.655993,-117.756655,1242
60922,33.655928,-117.756466,1243
60922,33.655909,-117.756404,1244
60922,33.655835,-117.756167,1245
60922,33.655739,-117.755825,1246
60922,33.655735,-117.75581,1247
60922,33.655702,-117.755702,1248
60922,33.655687,-117.755654,1249
60922,33.65567,-117.755588,1250
60922,33.65566,-117.75555,1251
60922,33.65563,-117.755454,1252
60922,33.655621,-117.755419,1253
60922,33.655618,-117.755407,1254
60922,33.655554,-117.755138,1255
60922,33.655527,-117.755012,1256
60922,33.655499,-117.754871,1257
60922,33.655395,-117.754312,1258
60922,33.655365,-117.754127,1259
60922,33.655338,-117.753943,1260
60922,33.655316,-117.753791,1261
60922,33.655298,-117.753637,1262
60922,33.655274,-117.753463,1263
60922,33.65525,-117.753182,1264
60922,33.655227,-117.752879,1265
60922,33.655218,-117.752764,1266
60922,33.655217,-117.752742,1267
60922,33.655216,-117.752728,1268
60922,33.655205,-117.752546,1269
60922,33.655195,-117.752388,1270
60922,33.655193,-117.752354,1271
60922,33.655188,-117.752111,1272
60922,33.655186,-117.751868,1273
60922,33.655189,-117.75133,1274
60922,33.655207,-117.749886,1275
60922,33.655215,-117.749204,1276
60922,33.655217,-117.749045,1277
60922,33.655066,-117.749042,1278
60922,33.654762,-117.749039,1279
60922,33.654245,-117.749035,1280
60922,33.654078,-117.749029,1281
60922,33.653903,-117.749023,1282
60922,33.653488,-117.749008,1283
60922,33.653366,-117.749003,1284
60922,33.653242,-117.749002,1285
60922,33.65305,-117.749001,1286
60922,33.652514,-117.748989,1287
60922,33.652358,-117.748985,1288
60922,33.652128,-117.748977,1289
60922,33.651963,-117.748967,1290
60922,33.651809,-117.748948,1291
60922,33.651654,-117.748921,1292
60922,33.651365,-117.748855,1293
60922,33.651346,-117.748851,1294
60922,33.651218,-117.748722,1295
60922,33.651189,-117.748693,1296
60922,33.651169,-117.748577,1297
60922,33.65114,-117.748405,1298
60922,33.651174,-117.747945,1299
60922,33.651194,-117.747644,1300
60922,33.651194,-117.747636,1301
60922,33.651204,-117.747456,1302
60922,33.651204,-117.747452,1303
60922,33.651216,-117.747252,1304
60922,33.651217,-117.747248,1305
60922,33.651229,-117.747154,1306
60922,33.651232,-117.747131,1307
60922,33.651294,-117.747041,1308
60922,33.651301,-117.746868,1309
60922,33.651442,-117.746908,1310
60922,33.651459,-117.746912,1311
60922,33.651609,-117.746946,1312
60922,33.651746,-117.746964,1313
60922,33.651878,-117.746968,1314
60922,33.652008,-117.746957,1315
60922,33.652096,-117.746941,1316
60922,33.652177,-117.746926,1317
60922,33.652286,-117.74689,1318
60922,33.652425,-117.746838,1319
60922,33.652486,-117.746806,1320
60922,33.652561,-117.746767,1321
60922,33.652613,-117.746732,1322
60922,33.652703,-117.746673,1323
60922,33.652852,-117.746543,1324
60922,33.652875,-117.74652,1325
60922,33.652966,-117.746426,1326
60922,33.653087,-117.746276,1327
60922,33.653123,-117.746222,1328
60922,33.653188,-117.746126,1329
60922,33.653196,-117.746114,1330
60922,33.653271,-117.745944,1331
60922,33.653365,-117.746022,1332
60922,33.653455,-117.746079,1333
60922,33.653464,-117.746085,1334
60922,33.653468,-117.746087,1335
60922,33.653579,-117.74616,1336
60922,33.653831,-117.746324,1337
60922,33.654138,-117.746519,1338
60922,33.654487,-117.74669,1339
60922,33.654814,-117.746799,1340
60922,33.65491,-117.74682,1341
60922,33.65514,-117.746852,1342
60922,33.655274,-117.746864,1343
60922,33.65529,-117.746634,1344
60922,33.655309,-117.746417,1345
60922,33.65533,-117.746186,1346
60922,33.655345,-117.746045,1347
60922,33.655363,-117.745905,1348
60922,33.6554,-117.74565,1349
60922,33.655407,-117.745602,1350
60922,33.655481,-117.7451,1351
60922,33.65552,-117.744807,1352
60922,33.655553,-117.744571,1353
60922,33.655581,-117.744341,1354
60922,33.6557,-117.74343,1355
60922,33.655756,-117.742955,1356
60922,33.655765,-117.742857,1357
60922,33.655776,-117.742715,1358
60922,33.655783,-117.742582,1359
60922,33.655788,-117.742452,1360
60922,33.655787,-117.742171,1361
60922,33.655779,-117.741914,1362
60922,33.655755,-117.741675,1363
60922,33.65571,-117.74133,1364
60922,33.655675,-117.7411,1365
60922,33.655653,-117.741001,1366
60922,33.655584,-117.740693,1367
60922,33.655538,-117.74052,1368
60922,33.655465,-117.740233,1369
60922,33.655344,-117.739819,1370
60922,33.655338,-117.739798,1371
60922,33.65531,-117.739697,1372
60922,33.65526,-117.739544,1373
60922,33.655208,-117.739424,1374
60922,33.655201,-117.739407,1375
60922,33.65512,-117.739211,1376
60922,33.655072,-117.739104,1377
60922,33.655062,-117.73908,1378
60922,33.654994,-117.738941,1379
60922,33.654925,-117.738803,1380
60922,33.654851,-117.738666,1381
60922,33.654774,-117.738532,1382
60922,33.654701,-117.738411,1383
60922,33.654632,-117.7383,1384
60922,33.654552,-117.738186,1385
60922,33.65445,-117.738041,1386
60922,33.654306,-117.737854,1387
60922,33.654162,-117.737682,1388
60922,33.654149,-117.737669,1389
60922,33.654058,-117.737574,1390
60922,33.654183,-117.737414,1391
60922,33.654233,-117.737284,1392
60922,33.654245,-117.737255,1393
60922,33.654427,-117.737018,1394
60922,33.65453,-117.736883,1395
60922,33.654618,-117.736815,1396
60922,33.654783,-117.736608,1397
60922,33.655365,-117.735935,1398
60922,33.655473,-117.735829,1399
60922,33.655631,-117.735674,1400
60922,33.655796,-117.735512,1401
60922,33.655834,-117.73541,1402
60922,33.656028,-117.735214,1403
60922,33.656058,-117.735184,1404
60922,33.656079,-117.735163,1405
60922,33.656102,-117.735148,1406
60922,33.656196,-117.73509,1407
60922,33.656312,-117.734955,1408
60922,33.656395,-117.734868,1409
60922,33.656404,-117.734859,1410
60922,33.656616,-117.734638,1411
60922,33.656787,-117.734459,1412
60922,33.656875,-117.734362,1413
60922,33.656772,-117.734221,1414
60922,33.656286,-117.73353,1415
60922,33.656136,-117.733319,1416
60922,33.655696,-117.732694,1417
60922,33.655587,-117.732539,1418
60922,33.655526,-117.732453,1419
60922,33.656076,-117.732351,1420
60922,33.656169,-117.732338,1421
60922,33.656268,-117.732328,1422
60922,33.656388,-117.732316,1423
60922,33.656408,-117.732314,1424
60922,33.656641,-117.732643,1425
60922,33.656822,-117.732899,1426
