service_id,date,exception_type
60922,20240527,2
60922,20240704,2
60922,20240902,2
60922,20241128,2
60922,20241225,2
60922,20250101,2
60922,20250526,2
60922,20250704,2
60922,20250901,2
60922,20251127,2
60922,20251225,2
60922,20260101,2
60922,20260525,2
60922,20260704,2
60922,20260907,2
60922,20261126,2
60922,20261225,2
